object_name,RA,DEC,Redshift,hostRA,hostDec,Rpar,E(B-V),local,u-g,local.1,u-g.1,min,local.2,u-g.2,max,global,u-g.3,global.1,u-g.4,min.1,global.2,u-g.5,max.1,localmass,localmass_min,localmass_max,globalmass,globalmass_min,globalmass_max,localssfr,localssfr_min,localssfr_max,globalssfr,globalssfr_min,globalssfr_max,incl,hubble_resid,hubble_residerr,residbiascor,c,cerr,cbiascor,x1,x1err,x1biascor,mb,mberr,mbbiascor,r_a,r_b,theta,survey,host_ra,host_dec,host_Pcc,RA_deg,DEC_deg,prob_host_ra,prob_host_dec,prob_host_score,prob_host_2_ra,prob_host_2_dec,prob_host_2_score,prob_host_flag,sn_ra_deg,sn_dec_deg,prob_association_time,agreement_w_Pcc,prob_host_ls_id,prob_host_z_phot_median,prob_host_z_phot_std,prob_host_xr,prob_host_yr,prob_host_2_ls_id,prob_host_2_z_phot_median,prob_host_2_z_phot_std
PS17tn,09:43:13.634,+41:19:02.36,0.0461,09:43:13.205,+41:18:58.78,3.018,0.0,1.261,1.238,1.361,1.633,1.614,1.641,8.949,8.905,8.99,10.664,10.617,10.677,-11.402,-11.402,-11.402,-16.167,-16.167,-16.167,24.6,-0.068,0.065,-0.044,0.035,0.034,0.009,-0.638,0.187,-0.017,17.303,0.038,-0.013,9.555,8.727,82.38,Not,Targeted,,,,,,,,,,145.80502083333332,41.31632777777777,1.0,145.80680833333332,41.317322222222224,145.8050974953369,41.316278052806034,0.9960324446920945,145.80718729232046,41.31549185297629,0.0022169964564800024,2,145.80680833333332,41.317322222222224,4.922218084335327,True,9907735251848476.0,0.044704,0.0022352,6.159016787137261,3.7590098982832387,9907735251848508.0,0.158014,0.285686
2001en,01:25:22.900,+34:01:30.50,0.01531,01:25:22.323,+34:01:32.80,1.531,0.14,1.418,1.406,1.481,1.206,1.206,1.216,9.212,9.197,9.233,10.358,10.358,10.359,-20.774,-20.774,-20.774,-10.921,-10.921,-10.921,40.1,-0.179,0.135,-0.022,0.055,0.029,0.005,-1.125,0.086,0.001,14.920,0.045,-0.006,26.718,20.728,86.22,Targeted,,,,,,,,,,,21.3430125,34.025777777777776,1.0,21.345416666666665,34.02513888888889,,,,,,,0,21.345416666666665,34.02513888888889,,,,,,,,,,
2008hv,09:07:34.060,+03:23:32.10,0.01382,09:07:36.639,+03:23:34.70,2.668,0.0,1.601,1.601,1.602,1.456,1.455,1.456,8.744,8.743,8.746,10.854,10.853,10.854,-25.108,-29.445,-14.726,-33.782,-33.782,-33.782,65.8,-0.052,0.136,0.009,-0.094,0.027,-0.012,-1.440,0.062,-0.007,14.487,0.035,-0.028,69.108,30.96,13.33,Targeted,,,,,,,,,,,136.9026625,3.3929722222222223,1.0,136.89191666666667,3.3922499999999998,136.90266516818903,3.3929155416690753,0.9910845854415362,136.8943170375206,3.387021553856703,0.007838680231954331,2,136.89191666666667,3.3922499999999998,7.31541895866394,True,9906622774121564.0,0.012591,0.00062955,-38.69460548048664,-2.395950008671832,9906622774121336.0,0.103822,0.128391
2007F,13:03:15.079,+50:37:07.70,0.024,13:03:16.101,+50:37:14.94,2.554,0.0,1.216,1.195,1.217,1.206,0.529,1.207,8.308,8.305,8.328,10.07,9.737,10.071,-8.838,-8.872,-8.838,-9.771,-9.771,-9.771,12.6,0.061,0.094,-0.005,-0.039,0.025,-0.004,0.537,0.042,-0.000,15.638,0.029,-0.018,26.624,26.01,-51.36,Targeted,,,,,,,,,,,195.81708749999999,50.62081666666667,1.0,195.81282916666666,50.618805555555554,195.81711237209248,50.62074659679528,0.999996105722272,195.80742810981084,50.618149386572945,2.387812865467479e-06,2,195.81282916666666,50.618805555555554,8.349446058273315,True,9907737697846980.0,0.023619,0.00118095,-15.419539532956605,-6.98774846300978,9907737697846880.0,0.025599,0.145171
1999dq,02:33:59.680,+20:58:30.39,0.0129,02:34:00.008,+20:58:36.30,1.093,0.18,1.22,1.217,1.221,1.207,1.206,1.207,9.89,9.89,9.907,10.838,10.838,10.838,-10.776,-10.776,-10.776,-10.776,-10.776,-10.776,39.6,-0.239,0.151,-0.015,0.033,0.029,0.004,0.870,0.034,0.025,14.141,0.065,-0.005,38.884,30.368,71.49,Targeted,,,,,,,,,,,38.50003333333333,20.97675,1.0,38.49866666666666,20.97510833333333,38.50007000741023,20.97672954937044,0.8998095876662743,38.50321018736436,20.97174876753624,0.10004462434262446,0,38.49866666666666,20.97510833333333,6.534366130828857,True,9906629188981748.0,0.014964,0.005066,-5.052026676858645,-5.83637773358987,9906629188981818.0,0.007235,0.007958
SN2016gfr,18:19:35.594,+23:47:10.28,0.01672,18:19:35.668,+23:47:14.16,1.263,0.14,1.417,1.417,1.418,1.456,1.432,1.456,9.392,9.375,9.392,9.848,9.847,9.878,-20.774,-20.774,-20.774,-12.568,-12.568,-12.568,53.4,-0.287,0.075,-0.013,-0.009,0.036,0.003,0.221,0.136,-0.005,14.623,0.080,-0.004,20.174,12.451,-50.8,Not,Targeted,,,,,,,,,,274.8986166666666,23.787266666666667,1.0,274.8983083333333,23.78618888888889,,,,,,,0,274.8983083333333,23.78618888888889,,,,,,,,,,
2003ic,00:41:50.230,-09:18:19.00,0.05586,00:41:50.466,-09:18:10.94,1.144,0.2,1.282,1.221,1.313,1.236,1.235,1.236,9.462,9.436,9.465,11.809,11.809,11.809,-25.556,-99.0,-13.92,-9.968,-9.968,-9.968,41.4,-0.384,0.078,-0.051,-0.020,0.034,0.004,-1.753,0.203,-0.070,17.397,0.039,-0.027,45.993,35.03,52.65,Targeted,,,,,,,,,,,10.460275,-9.30303888888889,1.0,10.459291666666665,-9.305277777777778,10.46032011158196,-9.303116243899773,0.9999986709321985,10.451173290024096,-9.28824751870088,6.6939347592239995e-09,2,10.459291666666665,-9.305277777777778,3.1862659454345703,True,9906617941297420.0,0.055359,0.00276795,-3.702401695063884,-7.7815219608211805,9906617941297144.0,0.931308,0.202683
ATLAS16dpb,02:57:34.052,+05:58:41.56,0.02222,02:57:33.662,+05:58:37.25,2.354,0.0,1.837,1.777,1.838,1.487,1.487,1.487,9.5,9.488,9.501,10.681,10.681,10.681,-27.001,-99.0,-25.556,-99.0,-99.0,-99.0,53.7,0.183,0.084,-0.046,0.101,0.045,0.009,-2.592,0.236,-0.073,16.432,0.105,-0.006,22.397,13.741,67.33,Not,Targeted,,,,,,,,,,44.390258333333335,5.977013888888889,1.0,44.391883333333325,5.978211111111111,,,,,,,5,44.391883333333325,5.978211111111111,11.961928129196167,False,,,,,,,,
1999ej,01:22:57.379,+33:27:57.99,0.01532,01:22:55.943,+33:28:17.20,3.798,0.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.856,7.853,8.53,10.581,10.581,10.581,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,48.9,0.180,0.142,-0.014,-0.015,0.036,0.001,-1.517,0.230,-0.010,15.123,0.066,-0.011,41.591,28.034,78.83,Targeted,,,,,,,,,,,20.73309583333333,33.471444444444444,1.0,20.739079166666663,33.46610833333334,,,,,,,0,20.739079166666663,33.46610833333334,,,,,,,,,,
2002ha,20:47:18.580,+00:18:45.60,0.01268,20:47:19.061,+00:19:14.93,2.983,0.0,0.529,0.528,0.529,1.481,1.481,1.481,8.024,8.022,8.026,10.966,10.966,10.966,-9.071,-9.071,-9.071,-9.568,-9.568,-9.568,32.0,0.103,0.156,-0.001,-0.047,0.031,-0.006,-1.376,0.078,-0.008,14.525,0.061,-0.020,51.977,44.415,-17.49,Targeted,,,,,,,,,,,311.8294208333333,0.3208138888888889,1.0,311.82741666666664,0.31266666666666665,311.8294767404334,0.3208036383758203,0.9821316194918497,311.8336243356874,0.3079607817560557,0.014820753721144548,0,311.82741666666664,0.31266666666666665,11.761024951934814,True,9906621593356952.0,0.014011,0.00070055,-7.416265560323154,-29.293098152953224,9906621593357076.0,0.007125,0.013273
AT2016eoa,00:21:23.059,+22:26:07.58,0.0212,00:21:22.407,+22:26:01.05,1.244,0.2,1.481,1.481,1.482,0.879,0.879,0.908,9.407,9.407,9.408,11.182,11.182,11.209,-99.0,-99.0,-99.0,-11.065,-11.065,-11.065,64.8,-0.108,0.077,-0.020,0.015,0.039,0.004,-1.648,0.173,-0.010,15.658,0.056,-0.005,83.813,38.784,61.74,Not,Targeted,,,,,,,,,,5.343362499999999,22.433625,1.0,5.346079166666666,22.43543888888889,5.3433731447818635,22.433571232419247,0.9972061974479143,5.354905372840223,22.43007512556943,0.002594698322767077,2,5.346079166666666,22.43543888888889,6.146670818328857,True,9906629708024948.0,0.022245,0.048135,9.741678785288244,6.723563290711354,9906629708025106.0,0.61899,0.285537
ASASSN-16bc,12:05:25.798,-21:24:01.60,0.03307,12:05:24.906,-21:23:56.95,3.535,0.06,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.31,8.297,8.383,10.521,10.52,10.521,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,39.8,-0.168,0.053,0.027,-0.121,0.033,-0.023,0.424,0.123,-0.005,15.908,0.047,-0.043,22.94,17.871,61.63,Not,Targeted,,,,,,,,,,181.35377499999998,-21.39915277777778,1.0,181.35749166666665,-21.400444444444442,,,,,,,0,181.35749166666665,-21.400444444444442,,,,,,,,,,
PS15cze,03:47:23.429,+00:52:38.02,0.04086,03:47:23.374,+00:52:31.82,1.353,0.16,1.464,1.43,1.498,1.696,1.696,1.696,9.196,9.189,9.209,10.81,10.809,10.81,-25.549,-99.0,-25.549,-9.984,-9.984,-9.984,29.4,0.314,0.083,-0.045,0.045,0.045,0.010,-1.506,0.243,-0.029,17.567,0.118,-0.011,20.494,17.972,-69.18,Not,Targeted,,,,,,,,,,56.84739166666666,0.8755055555555555,1.0,56.84762083333332,0.8772277777777778,,,,,,,0,56.84762083333332,0.8772277777777778,,,,,,,,,,
PS15coh,02:15:58.438,+12:14:13.75,0.0184,02:15:58.435,+12:14:14.30,1.06,0.18,0.529,0.528,0.529,0.529,0.528,0.529,8.167,8.165,8.17,8.191,8.187,8.192,-8.287,-8.296,-8.28,-8.28,-8.28,-8.275,55.0,0.014,0.069,-0.006,-0.025,0.037,0.001,1.386,0.102,0.024,14.928,0.082,-0.005,5.905,3.525,32.38,Not,Targeted,,,,,,,,,,33.99347916666666,12.237305555555555,1.0,33.993491666666664,12.237152777777776,,,,,,,5,33.993491666666664,12.237152777777776,4.020984172821045,False,,,,,,,,
ASASSN-15fa,17:09:46.023,+62:58:27.49,0.02726,17:09:44.078,+62:58:23.26,2.299,0.2,1.214,0.93,1.488,1.209,1.209,1.21,8.665,8.56,8.975,10.862,10.862,10.862,-11.402,-11.402,-11.402,-11.065,-11.065,-11.065,30.8,0.179,0.056,-0.024,0.068,0.032,0.007,1.003,0.259,0.017,16.290,0.038,-0.002,31.74,27.449,71.96,Not,Targeted,,,,,,,,,,257.4336583333333,62.973127777777776,1.0,257.4417624999999,62.97430277777778,257.4336943729507,62.9730412854569,0.9995313087610586,257.4592400194342,62.97137938936226,0.0003393704918439159,2,257.4417624999999,62.97430277777778,5.844641208648682,True,9907740298446920.0,0.027345,0.0013672500000000002,29.04525737721997,4.541372355163276,9907740298447122.0,0.275976,0.218649
490007,12:17:04.277,+46:37:38.91,0.05496,12:17:04.432,+46:37:36.84,1.288,0.0,1.06,0.529,1.068,0.529,0.528,0.529,8.601,8.164,8.614,9.23,9.228,9.232,-8.495,-8.53,-8.495,-8.151,-8.151,-8.151,16.5,0.037,0.068,-0.006,-0.019,0.033,0.002,-0.229,0.086,-0.006,17.614,0.038,0.000,9.166,8.802,-68.58,Not,Targeted,,,,,,,,,,184.26846666666663,46.6269,1.0,184.2678208333333,46.627475000000004,184.26853071274294,46.626854353704324,0.9999981966363849,184.23456518877805,46.617932818037794,0.0,2,184.2678208333333,46.627475000000004,4.734419822692871,True,9907736757144176.0,0.054394,0.0027197000000000002,-2.5555658747066445,2.2343266644469395,9907736692132672.0,0.303542,0.191998
2006bb,08:33:31.090,+41:31:04.10,0.02558,08:33:30.764,+41:31:31.69,2.861,0.14,1.456,1.455,1.456,1.464,1.464,1.464,8.44,8.437,8.443,10.878,10.878,10.879,-18.322,-35.941,-18.322,-21.221,-21.221,-21.221,58.9,-0.020,0.123,-0.011,-0.040,0.057,-0.006,-2.238,0.208,-0.059,16.081,0.095,-0.021,47.727,25.984,76.74,Targeted,,,,,,,,,,,128.3781833333333,41.52546944444445,1.0,128.37954166666665,41.517805555555555,128.37821827298546,41.52546078949267,0.9993272028758514,128.38180934777432,41.508317448294974,0.0006695331531544084,2,128.37954166666665,41.517805555555555,7.248421907424927,True,9907735319481660.0,0.024714,0.0012357000000000002,4.7642172522841975,-27.55884217361313,9907735319481708.0,0.080438,0.153282
2006cj,12:59:24.419,+28:20:51.69,0.06846,12:59:24.117,+28:20:49.97,1.662,0.14,1.408,0.873,1.488,1.214,1.209,1.222,8.749,8.632,8.951,10.504,10.49,10.515,-10.905,-10.905,-10.756,-10.776,-10.776,-10.776,51.1,0.190,0.090,0.105,-0.069,0.030,-0.019,2.120,0.693,0.787,17.885,0.037,-0.067,11.891,7.69,1.76,Targeted,,,,,,,,,,,194.85048749999999,28.347213888888888,1.0,194.8517458333333,28.347691666666666,194.8505055352854,28.34719917557576,0.9947002994829522,194.84994464209115,28.349397748820056,0.005177271066944985,2,194.8517458333333,28.347691666666666,4.627761125564575,True,9906631717620224.0,0.067708,0.0033854,4.465072972402595,1.7729679272619592,9906631717620212.0,0.379532,0.293403
AT2016htn,02:11:29.055,-16:30:36.82,0.05277,02:11:28.213,-16:30:40.35,3.739,0.02,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.118,7.784,8.163,10.728,10.686,10.728,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,47.2,0.052,0.075,-0.065,0.082,0.036,0.015,-0.129,0.364,-0.059,17.780,0.042,-0.011,21.022,14.616,-71.84,Not,Targeted,,,,,,,,,,32.867554166666665,-16.511208333333332,1.0,32.871062499999994,-16.51022777777778,32.86760158586268,-16.511315192528063,0.9999864888982481,32.86551914052652,-16.513331701774618,3.7318670955481446e-06,2,32.871062499999994,-16.51022777777778,3.339388132095337,True,9906615278896920.0,0.060024,0.012093,12.45929089432991,3.9146931010222374,9906615278896836.0,0.011848,0.008109
AT2016htm,02:32:02.614,-26:39:57.40,0.04289,02:32:01.357,-26:39:56.56,4.232,0.06,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.271,6.862,7.404,10.196,10.195,10.197,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,32.4,-0.060,0.059,-0.015,-0.064,0.032,-0.003,-0.483,0.219,-0.016,16.846,0.037,-0.024,16.68,14.203,10.74,Not,Targeted,,,,,,,,,,38.00565416666666,-26.66571111111111,1.0,38.01089166666666,-26.665944444444442,38.00566324212267,-26.665760060215888,0.9176680328458973,38.008505065932596,-26.665472638323383,0.07572611827434096,0,38.01089166666666,-26.665944444444442,3.3900890350341797,True,9906611684451352.0,0.037955,0.005001,18.822328358351115,-0.6637832227937679,9906611684451436.0,0.024849,0.022467
2006mo,00:46:38.549,+36:19:57.79,0.03685,00:46:38.672,+36:19:53.34,0.629,0.18,1.487,1.474,1.503,1.417,1.417,1.418,9.442,9.439,9.461,10.934,10.934,10.934,-99.0,-99.0,-99.0,-29.445,-29.445,-29.445,61.2,0.065,0.088,-0.046,0.038,0.031,0.007,-2.205,0.115,-0.087,17.181,0.044,-0.012,35.812,18.345,82.52,Targeted,,,,,,,,,,,11.661133333333332,36.33148333333334,1.0,11.660620833333333,36.33271944444445,,,,,,,0,11.660620833333333,36.33271944444445,,,,,,,,,,
2001da,23:53:32.779,+08:07:02.60,0.01706,23:53:32.136,+08:07:06.36,1.859,0.2,1.145,1.144,1.16,1.452,1.452,1.452,9.021,9.02,9.03,10.325,10.324,10.325,-11.402,-11.402,-11.402,-10.308,-10.308,-10.308,63.0,-0.160,0.153,-0.024,0.103,0.036,0.007,-0.716,0.701,0.005,15.268,0.053,-0.002,44.827,21.881,88.01,Targeted,,,,,,,,,,,358.3839,8.118433333333334,1.0,358.3865791666666,8.11738888888889,358.3839531540097,8.118072509330803,0.9985156284762686,358.38182836054494,8.108270217093846,0.0010463741058625593,2,358.3865791666666,8.11738888888889,6.369518995285034,False,9906624523078846.0,0.031158,0.011021,9.453645564803992,-2.4610335908882064,9906624523078806.0,0.129726,0.300759
CSS160428,13:23:07.202,+52:38:56.67,0.03113,13:23:07.208,+52:38:57.00,2.408,0.0,1.417,0.529,1.455,1.364,1.232,1.399,7.68,7.322,7.696,7.464,7.434,7.527,-12.727,-12.727,-8.739,-7.768,-7.821,-7.768,62.3,0.090,0.052,-0.010,-0.045,0.032,-0.001,0.878,0.165,0.009,16.170,0.035,-0.013,2.122,1.056,-30.28,Not,Targeted,,,,,,,,,,200.7800333333333,52.649166666666666,1.0,200.7800083333333,52.649074999999996,200.7801683275606,52.64938921883642,0.9999591136831848,200.78706940736134,52.64617429444927,2.2803643624767608e-18,2,200.7800083333333,52.649074999999996,6.844356060028076,True,9907738227771842.0,0.043322,0.03319,-0.5759792182402634,-1.1311878111200713,9907738227771908.0,0.57991,0.065141
ASASSN-15lu,13:21:12.888,+40:15:56.66,0.03645,13:21:12.876,+40:15:56.88,0.31,0.04,1.417,1.417,1.418,1.26,1.214,1.269,9.791,9.791,9.791,10.073,10.02,10.088,-8.93,-8.93,-8.93,-10.429,-10.429,-10.429,27.5,0.093,0.062,-0.019,-0.034,0.034,0.001,-0.600,0.248,-0.002,16.759,0.039,-0.014,8.722,7.777,1.88,Not,Targeted,,,,,,,,,,200.30364999999998,40.2658,1.0,200.30369999999996,40.26573888888889,200.30366670903584,40.2657704874295,0.9999992432525262,200.32792568283367,40.297794219917805,0.0,2,200.30369999999996,40.26573888888889,5.361217021942139,True,9907734975939256.0,0.035054,0.0017527000000000003,0.1198474708530739,-0.11375474619228498,9907734975939600.0,0.740166,0.239024
ASASSN-15mf,14:14:22.745,+02:58:31.87,0.02688,14:14:23.002,+02:58:41.05,3.681,0.16,1.464,1.464,1.601,1.452,1.452,1.452,9.594,9.593,9.688,10.529,10.528,10.529,-22.665,-22.665,-22.665,-21.221,-21.221,-21.221,37.1,-0.191,0.054,-0.020,-0.002,0.033,0.004,-1.177,0.183,0.000,15.979,0.041,-0.007,15.965,12.885,-32.02,Not,Targeted,,,,,,,,,,213.59584166666662,2.9780694444444444,1.0,213.59477083333329,2.9755194444444446,213.5958704383368,2.977931381767436,0.7194613715830426,213.59581536677078,2.9754169716642473,0.2609448369430018,1,213.59477083333329,2.9755194444444446,13.326434850692749,True,9906622605691024.0,0.026165,0.0013082500000000002,-3.9585780126117243,-8.68297436276979,9906622605691020.0,0.026046,0.0013023000000000002
2006ac,12:41:44.860,+35:04:07.10,0.02348,12:41:44.522,+35:03:45.53,2.009,0.04,1.068,1.068,1.099,1.176,1.131,1.177,8.78,8.779,8.794,11.069,11.061,11.069,-10.258,-10.258,-10.258,-10.429,-10.429,-10.429,38.8,-0.097,0.098,-0.025,0.047,0.027,0.006,-1.030,0.069,0.000,15.904,0.031,-0.007,47.279,37.322,80.93,Targeted,,,,,,,,,,,190.4355083333333,35.06264722222222,1.0,190.43691666666666,35.06863888888889,190.4355764268698,35.06274740206694,0.9999988081272445,190.48457479689532,35.107988220475605,0.0,2,190.43691666666666,35.06863888888889,5.796159982681274,True,9907733400978360.0,0.023094,0.0011547,4.824863268697754,21.20935255902623,9907733400978908.0,0.982179,0.271453
PS15bdr,16:54:49.417,+36:43:30.70,0.0713,16:54:49.339,+36:43:39.21,4.224,0.08,2.121,2.092,2.129,1.455,1.454,1.455,8.865,8.745,8.933,10.716,10.716,10.716,-10.911,-10.911,-10.745,-99.0,-99.0,-99.0,26.6,-0.071,0.099,-0.108,-0.003,0.042,0.011,-2.265,0.248,-0.335,18.347,0.043,-0.027,9.379,8.429,-64.53,Not,Targeted,,,,,,,,,,253.7055791666666,36.727558333333334,1.0,253.70590416666658,36.72519444444445,253.70557951346808,36.7274952133354,0.9997508279929264,253.7013641643969,36.71277384579165,0.0,2,253.70590416666658,36.72519444444445,2.4834959506988525,True,9907733950761936.0,0.070959,0.00354795,1.1687515146149963,-8.282768007435948,9907733950761876.0,1.048545,0.124906
2003ch,07:17:57.919,+09:41:34.90,0.02951,07:17:57.542,+09:41:21.56,2.33,0.16,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.756,8.689,8.771,10.926,10.926,10.926,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,53.0,0.127,0.093,-0.021,-0.015,0.030,0.002,-1.305,0.159,-0.009,16.479,0.049,-0.014,28.26,17.606,-88.71,Targeted,,,,,,,,,,,109.48975833333333,9.689322222222222,1.0,109.49132916666665,9.693027777777777,,,,,,,0,109.49132916666665,9.693027777777777,,,,,,,,,,
2006te,08:11:42.990,+41:33:16.80,0.03295,08:11:43.465,+41:33:18.11,1.392,0.0,1.207,1.145,1.222,1.145,1.108,1.176,9.005,9.002,9.017,10.522,10.509,10.522,-10.475,-10.475,-10.475,-10.69,-10.69,-10.69,56.6,-0.013,0.083,-0.003,-0.056,0.029,-0.008,-0.132,0.083,-0.020,16.308,0.040,-0.027,26.06,14.985,-88.41,Targeted,,,,,,,,,,,122.93110416666666,41.555030555555554,1.0,122.929125,41.55466666666666,122.9311557449567,41.55496519403228,0.9999988323142529,122.94054149539747,41.514066088970495,0.0,2,122.929125,41.55466666666666,6.765014886856079,True,9907735318431620.0,0.031548,0.0015774,-7.310681844114697,-1.074698516214312,9907735318431718.0,0.934719,0.171988
2008cf,14:07:32.560,-26:33:06.59,0.04715,14:07:32.392,-26:33:04.27,1.812,0.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.83,7.819,8.201,9.332,9.325,9.357,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,47.3,-0.030,0.092,0.063,-0.107,0.031,-0.031,1.353,0.419,0.173,16.771,0.047,-0.059,11.428,7.927,-9.74,Targeted,,,,,,,,,,,211.88496666666663,-26.55118611111111,1.0,211.88566666666665,-26.551830555555558,,,,,,,0,211.88566666666665,-26.551830555555558,,,,,,,,,,
16392,01:51:48.139,+00:15:47.90,0.05834,01:51:48.498,+00:15:49.96,0.853,0.0,1.799,1.785,1.816,1.718,1.717,1.718,9.574,9.496,9.594,11.544,11.544,11.544,-25.556,-99.0,-13.92,-11.402,-11.402,-11.402,47.2,-0.006,0.083,0.013,-0.059,0.027,-0.006,-2.536,0.402,-0.008,17.924,0.032,-0.004,34.859,24.225,13.52,Not,Targeted,,,,,,,,,,27.952075,0.26387777777777777,1.0,27.950579166666664,0.26330555555555557,27.952128071602708,0.263826950626441,0.9992584640018968,27.958287161030956,0.2635797840465149,0.0007369109836670631,2,27.950579166666664,0.26330555555555557,4.878705263137817,True,9906621518912274.0,0.059164,0.0029582000000000002,-5.576057769758336,-1.8770222551875992,9906621518912480.0,0.047906,0.042861
ASASSN-16ct,15:13:54.314,+04:45:26.12,0.0435,15:13:54.296,+04:45:25.75,0.481,0.06,1.406,1.406,1.418,1.43,1.417,1.456,9.096,9.082,9.098,9.316,9.287,9.331,-15.58,-15.58,-11.987,-14.0,-14.0,-14.0,38.0,-0.064,0.064,-0.017,-0.001,0.033,0.005,1.383,0.171,0.083,16.805,0.045,-0.012,5.93,4.729,-78.31,Not,Targeted,,,,,,,,,,228.4762333333333,4.757152777777778,1.0,228.47630833333332,4.757255555555555,228.47626419454613,4.757126624855387,0.9999976257338242,228.4767927290172,4.756369563542548,1.3194607460161258e-06,2,228.47630833333332,4.757255555555555,2.881260871887207,True,9906623269111696.0,0.04191,0.0020955,0.1588996338796278,0.4641505206038232,9906623269111704.0,0.492761,0.129963
2001fe,09:37:57.100,+25:29:41.30,0.01473,09:37:58.000,+25:29:41.50,1.369,0.06,1.488,1.216,1.488,1.206,1.206,1.207,8.914,8.914,9.018,10.269,10.269,10.27,-10.69,-10.69,-10.69,-10.756,-10.756,-10.756,55.8,-0.097,0.126,-0.011,-0.020,0.009,0.000,0.616,0.093,0.004,14.447,0.020,-0.010,38.165,22.346,14.73,Targeted,,,,,,,,,,,144.49166666666667,25.494861111111113,1.0,144.48791666666665,25.494805555555555,144.4916637757236,25.494803740531605,0.9999551228692,144.51806437267368,25.53999813243149,0.0,2,144.48791666666665,25.494805555555555,9.470479011535645,True,9906630778162524.0,0.013508,0.0006754,-13.489592605003509,0.0065340862192897475,9906630778163022.0,0.582421,0.197194
2009kq,08:36:15.089,+28:04:01.70,0.01272,08:36:15.396,+28:03:36.97,3.53,0.2,1.43,1.43,1.442,1.206,1.206,1.207,8.641,8.638,8.65,10.307,10.307,10.307,-10.637,-11.392,-10.637,-9.06,-9.06,-9.06,20.3,-0.102,0.156,-0.016,0.001,0.031,0.002,-0.050,0.145,-0.010,14.274,0.044,-0.009,33.466,31.477,43.11,Targeted,,,,,,,,,,,129.06414999999996,28.060269444444444,1.0,129.06287083333333,28.067138888888888,129.06417241183408,28.06025339586513,0.990020624126692,129.06093262103082,28.0650753304729,0.008464758738835182,2,129.06287083333333,28.067138888888888,8.576340913772583,True,9906631618989724.0,0.016822,0.00504,-4.685682602678298,24.787774885533054,9906631618989676.0,0.070292,0.066025
ASASSN-15jt,13:08:09.074,+27:49:35.03,0.02221,13:08:09.121,+27:49:35.76,0.239,0.18,1.417,1.417,1.417,1.406,1.406,1.406,9.593,9.593,9.593,10.052,10.052,10.052,-16.889,-16.889,-16.889,-11.187,-11.187,-11.187,42.0,0.189,0.063,-0.055,0.207,0.037,0.016,-2.319,0.137,-0.063,16.721,0.042,0.005,19.436,14.677,85.99,Not,Targeted,,,,,,,,,,197.03800416666664,27.8266,1.0,197.03780833333332,27.826397222222223,197.03796217462173,27.82659833944542,0.999999356597689,197.06554518318245,27.8729244563246,0.0,2,197.03780833333332,27.826397222222223,6.5518739223480225,True,9906631551224390.0,0.023063,0.0011531500000000001,-0.5538286382716251,-0.7240220035157563,9906631551225032.0,0.717736,0.276665
ASASSN-15bc,04:06:14.636,-08:53:08.19,0.03801,04:06:14.798,-08:53:10.93,0.967,0.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.527,8.522,8.533,10.531,10.53,10.531,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,56.6,-0.035,0.052,-0.034,0.064,0.031,0.008,0.619,0.167,-0.004,16.848,0.042,-0.007,25.22,14.516,-20.66,Not,Targeted,,,,,,,,,,61.56165833333331,-8.886369444444444,1.0,61.560983333333326,-8.885608333333332,61.56160879175355,-8.886369318734953,0.9932312516463276,61.55930747290074,-8.88577840339082,0.006763741349184021,2,61.560983333333326,-8.885608333333332,3.2604079246520996,True,9906618047728972.0,0.042063,0.009294,-2.251650312805964,2.739547445836621,9906618047728928.0,0.010962,0.010071
1994M,12:31:08.609,+00:36:19.59,0.02484,12:31:08.347,+00:36:49.51,3.687,0.18,1.108,1.046,1.203,1.464,1.464,1.464,8.153,8.084,8.229,10.876,10.876,10.876,-9.419,-9.419,-9.419,-12.194,-12.194,-12.194,40.2,-0.188,0.098,-0.031,0.065,0.028,0.007,-1.433,0.091,-0.012,16.046,0.036,-0.008,41.026,31.792,56.64,Targeted,,,,,,,,,,,187.78477916666665,0.6137527777777777,1.0,187.78587083333332,0.6054416666666667,187.78487295528637,0.6137029181166687,0.9974269462263988,187.79058822090758,0.6032264851161897,0.002562265563827211,2,187.78587083333332,0.6054416666666667,8.50161099433899,True,9906621655221060.0,0.023083,0.00115415,3.592360969003039,-29.74050522000722,9906621655221194.0,0.341173,0.210823
