object_name,RA,DEC,Redshift,hostRA,hostDec,Rpar,E(B-V),local,u-g,local.1,u-g.1,min,local.2,u-g.2,max,global,u-g.3,global.1,u-g.4,min.1,global.2,u-g.5,max.1,localmass,localmass_min,localmass_max,globalmass,globalmass_min,globalmass_max,localssfr,localssfr_min,localssfr_max,globalssfr,globalssfr_min,globalssfr_max,incl,hubble_resid,hubble_residerr,residbiascor,c,cerr,cbiascor,x1,x1err,x1biascor,mb,mberr,mbbiascor,r_a,r_b,theta,survey,host_ra,host_dec,host_Pcc,RA_deg,DEC_deg,prob_host_ra,prob_host_dec,prob_host_score,prob_host_2_ra,prob_host_2_dec,prob_host_2_score,prob_host_flag,sn_ra_deg,sn_dec_deg,prob_association_time,agreement_w_Pcc,prob_host_ls_id,prob_host_z_phot_median,prob_host_z_phot_std,prob_host_xr,prob_host_yr,prob_host_2_ls_id,prob_host_2_z_phot_median,prob_host_2_z_phot_std
2007O,14:56:05.179,+45:24:16.89,0.03715,14:56:04.347,+45:24:18.97,1.302,0.04,1.215,1.209,1.215,0.805,0.805,0.805,8.976,8.975,8.983,10.886,10.886,10.886,-8.733,-8.733,-8.704,-10.429,-10.429,-10.429,47.3,-0.180,0.079,-0.021,-0.018,0.028,0.001,-0.566,0.079,-0.008,16.572,0.035,-0.016,31.196,21.632,4.06,Targeted,,,,,,,,,,,224.01811249999997,45.40526944444444,1.0,224.02157916666664,45.404691666666665,224.01822004979894,45.405216901145195,0.9869004627308351,224.01539140268983,45.401651993038946,0.00796708480932988,2,224.02157916666664,45.404691666666665,5.273782968521118,True,9907736436346082.0,0.032373,0.005603,12.092820723717068,-1.8908441227097228,9907736436346048.0,0.018417,0.070859
6057,03:30:12.859,-00:58:28.49,0.06641,03:30:12.860,-00:58:27.68,0.558,0.04,1.108,1.089,1.196,0.984,0.948,1.004,9.203,9.164,9.218,9.959,9.943,9.965,-10.014,-10.021,-10.014,-9.861,-10.033,-9.861,34.1,-0.012,0.069,-0.015,0.117,0.028,0.012,-0.419,0.109,-0.007,18.438,0.066,0.023,10.383,8.673,46.04,Not,Targeted,,,,,,,,,,52.55358333333332,-0.9743555555555555,1.0,52.55357916666666,-0.9745805555555556,52.55367416675088,-0.9744639283511797,0.9899840705126405,52.552477378693396,-0.9749575839452004,0.010014743712720302,0,52.55357916666666,-0.9745805555555556,2.5107228755950928,True,9906621053535256.0,0.067058,0.0033529000000000007,-0.342000303200507,-0.4198579357531873,9906621053535236.0,0.045729,0.142075
ATLAS16cpu,15:11:49.475,+46:15:03.60,0.01842,15:11:48.352,+46:15:14.24,4.449,0.2,1.456,1.455,1.456,1.456,1.455,1.456,8.605,8.582,8.607,10.249,10.248,10.249,-11.177,-11.177,-11.177,-11.549,-11.549,-11.549,56.5,0.099,0.066,-0.022,0.054,0.034,0.006,-0.957,0.197,0.001,15.579,0.039,-0.002,28.991,16.709,49.04,Not,Targeted,,,,,,,,,,227.95146666666662,46.25395555555556,1.0,227.95614583333332,46.251,227.9515698612108,46.253845041926155,0.9082925080859088,227.95618920439333,46.25092404328254,0.09167313448673112,0,227.95614583333332,46.251,5.829621076583862,True,9907736634786488.0,0.018195,0.00090975,16.47349964108571,-10.242150934166716,9907736634786520.0,0.005993,0.05366
2009ds,11:49:04.109,-09:43:44.90,0.02037,11:49:04.922,-09:43:47.62,1.009,0.06,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.922,8.922,8.923,10.567,10.566,10.567,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,53.1,0.008,0.113,-0.010,-0.025,0.031,0.000,0.512,0.135,-0.000,15.266,0.043,-0.010,52.771,32.767,-5.83,Targeted,,,,,,,,,,,177.2705083333333,-9.729894444444444,1.0,177.2671208333333,-9.729138888888889,,,,,,,0,177.2671208333333,-9.729138888888889,,,,,,,,,,
SN2017mf,14:16:31.060,+39:35:10.87,0.02581,14:16:31.802,+39:35:20.43,2.529,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.819,8.818,8.819,10.802,10.802,10.802,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,57.8,0.218,0.048,-0.009,-0.047,0.032,-0.001,0.059,0.161,-0.008,15.995,0.035,-0.012,30.647,17.12,85.58,Not,Targeted,,,,,,,,,,214.1325083333333,39.58900833333333,1.0,214.12941666666663,39.58635277777778,214.13251607404553,39.58906617981479,0.991499636133617,214.12544743606992,39.582901816113555,0.005354010494354283,2,214.12941666666663,39.58635277777778,7.401422739028931,True,9907734760917620.0,0.025612,0.0012806,-11.157866564030883,-9.768247333235536,9907734760917524.0,0.074696,0.047738
2006mp,17:12:00.199,+46:33:20.80,0.02208,17:11:59.051,+46:33:24.06,2.04,0.16,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.688,7.665,7.69,9.22,9.219,9.221,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,65.0,0.220,0.104,-0.015,0.025,0.027,0.004,0.911,0.153,0.031,15.749,0.035,-0.006,28.32,13.026,-0.07,Targeted,,,,,,,,,,,257.9960458333333,46.55668333333333,1.0,258.0008291666666,46.55577777777778,257.99609717719073,46.556644255340196,0.9583241040140541,257.99840221167216,46.55449151434339,0.04166336079430507,0,258.0008291666666,46.55577777777778,7.335165977478027,True,9907736705500764.0,0.021809,0.006363,17.035162113188562,-3.1193192247059187,9907736705500800.0,0.052463,0.073209
2005mc,08:27:06.360,+21:38:45.60,0.0264,08:27:05.957,+21:38:43.21,0.805,0.2,1.43,1.43,1.431,1.622,1.622,1.623,9.35,9.35,9.35,11.046,11.046,11.046,-99.0,-99.0,-99.0,-11.187,-11.187,-11.187,28.8,-0.013,0.100,-0.081,0.235,0.030,0.022,-2.675,0.122,-0.211,17.016,0.040,0.017,40.639,35.811,-30.69,Targeted,,,,,,,,,,,126.77482083333331,21.64533611111111,1.0,126.77649999999997,21.646,126.77485007718217,21.645272340064952,0.9764552196479224,126.78227471671536,21.64745852137709,0.01835245726574122,0,126.77649999999997,21.646,8.669170379638672,True,9906629474717880.0,0.025149,0.0012574500000000002,5.939722144097459,2.6195757661739094,9906629474718058.0,0.033444,0.03586
SN2017cpu,14:07:52.535,+09:38:31.32,0.05499,14:07:52.709,+09:38:28.59,1.155,0.14,1.452,1.209,1.453,1.488,1.488,1.489,9.137,9.133,9.218,10.673,10.672,10.673,-31.613,-33.782,-16.889,-11.402,-11.402,-11.402,37.7,-0.256,0.090,-0.026,-0.056,0.037,-0.001,0.363,0.372,-0.024,17.102,0.042,-0.027,14.814,11.866,82.72,Not,Targeted,,,,,,,,,,211.9696208333333,9.641275,1.0,211.96889583333333,9.642033333333332,211.96962624645735,9.641261298984078,0.9999984013625034,211.98130110165877,9.664926779169946,0.0,2,211.96889583333333,9.642033333333332,4.869951963424683,True,9906625138262660.0,0.054404,0.0027202000000000003,-2.6294872464632135,2.7793236573131708,9906625138262964.0,0.625023,0.046436
2016W,02:30:39.716,+42:14:09.48,0.0197,02:30:38.463,+42:13:56.87,3.345,0.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.339,8.338,8.342,10.967,10.966,10.967,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,52.5,-0.126,0.063,-0.023,0.045,0.035,0.006,-1.407,0.114,-0.005,15.536,0.053,-0.004,39.202,24.641,-24.79,Not,Targeted,,,,,,,,,,37.660262499999995,42.232463888888894,1.0,37.66548333333333,42.23596666666667,,,,,,,0,37.66548333333333,42.23596666666667,,,,,,,,,,
PSNJ2043531,20:43:53.189,+12:30:30.56,0.01507,20:43:53.729,+12:30:43.70,1.704,0.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.708,8.707,8.708,10.556,10.556,10.556,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,55.2,0.329,0.093,-0.042,0.099,0.042,0.009,-2.534,0.153,-0.053,15.711,0.069,-0.007,56.066,33.295,73.98,Not,Targeted,,,,,,,,,,310.97387083333325,12.512138888888888,1.0,310.97162083333325,12.50848888888889,,,,,,,0,310.97162083333325,12.50848888888889,,,,,,,,,,
2008Y,11:19:30.570,+54:27:46.19,0.07065,11:19:30.818,+54:27:39.11,2.327,0.18,1.182,1.021,1.369,1.209,1.209,1.214,8.561,8.507,8.601,10.818,10.803,10.819,-10.327,-10.327,-10.327,-10.63,-10.63,-10.63,51.8,-0.143,0.071,-0.150,0.087,0.035,0.033,-0.608,0.205,-0.133,18.261,0.036,-0.025,20.434,13.036,23.49,Targeted,,,,,,,,,,,169.8784083333333,54.460863888888895,1.0,169.87737499999997,54.462830555555556,169.87853737723987,54.4608336700833,0.9551324699851091,169.87519981684767,54.460678723768474,0.0442197426038383,0,169.87737499999997,54.462830555555556,5.847393035888672,True,9907738616399428.0,0.069649,0.00348245,-4.18455806361635,7.188787700133048,9907738616399388.0,0.025423,0.021093
SN2017ms,10:26:42.345,+36:40:49.90,0.02598,10:26:41.986,+36:40:53.42,2.131,0.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.792,7.79,7.799,8.79,8.769,8.792,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,55.3,-0.076,0.061,0.009,-0.087,0.033,-0.010,0.453,0.274,-0.004,15.548,0.037,-0.023,17.234,10.212,10.41,Not,Targeted,,,,,,,,,,156.67494166666665,36.68150555555555,1.0,156.6764375,36.680527777777776,156.67499046474944,36.68144907914846,0.9874972576407048,156.67651526914244,36.68052200079085,0.012156757986615108,0,156.6764375,36.680527777777776,3.244065999984741,True,9907733930377588.0,0.024483,0.0012241500000000002,5.209326901979239,-3.3166849344524962,9907733930377608.0,0.101702,0.124251
2004as,11:25:39.180,+22:49:49.40,0.03282,11:25:38.751,+22:49:52.28,2.333,0.08,0.529,0.529,0.529,0.529,0.528,0.529,7.673,7.652,7.694,9.083,9.081,9.084,-9.116,-9.116,-9.116,-8.889,-8.889,-8.889,48.8,0.211,0.086,-0.028,0.033,0.028,0.006,0.407,0.144,-0.005,16.704,0.033,-0.010,15.071,10.178,-7.93,Targeted,,,,,,,,,,,171.41146249999997,22.83118888888889,1.0,171.41324999999998,22.830388888888887,,,,,,,5,171.41324999999998,22.830388888888887,4.546291351318359,False,,,,,,,,
AT2017cfd,08:40:49.065,+73:29:15.14,0.01271,08:40:50.332,+73:29:12.23,1.34,0.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.844,9.844,9.845,10.5,10.5,10.5,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,69.0,-0.080,0.105,-0.021,0.064,0.033,0.007,-0.513,0.119,-0.001,14.553,0.039,-0.000,45.417,18.361,53.91,Not,Targeted,,,,,,,,,,130.20971666666665,73.48673055555555,1.0,130.20443749999995,73.48753888888889,130.20996179477254,73.48671982197006,0.9975069256949002,130.20457992585403,73.48720366972539,0.0021559314276268595,2,130.20443749999995,73.48753888888889,6.181323051452637,True,9907741762715772.0,0.014936,0.004744,-19.887461181303934,2.9486409078117504,9907741762715742.0,0.048722,0.148464
2005na,07:01:36.619,+14:07:59.69,0.02689,07:01:36.747,+14:08:07.04,1.275,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.732,9.732,9.732,11.069,11.069,11.069,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,40.8,-0.144,0.092,-0.013,-0.028,0.031,-0.002,-0.415,0.105,-0.011,15.845,0.057,-0.016,33.775,25.958,42.9,Targeted,,,,,,,,,,,105.40311249999999,14.135288888888889,1.0,105.40257916666665,14.133247222222222,,,,,,,0,105.40257916666665,14.133247222222222,,,,,,,,,,
SN2017cii,16:33:19.878,+23:43:52.58,0.03275,16:33:19.975,+23:43:56.56,1.95,0.14,1.099,1.02,1.218,0.845,0.844,0.845,8.376,8.358,8.397,9.777,9.753,9.778,-10.33,-12.198,-10.33,-8.681,-8.681,-8.681,57.5,0.151,0.052,0.007,-0.091,0.035,-0.011,0.362,0.174,-0.007,16.288,0.059,-0.028,15.868,8.933,3.23,Not,Targeted,,,,,,,,,,248.33322916666663,23.732377777777778,1.0,248.33282499999999,23.73127222222222,248.3332526197433,23.73227686513131,0.9577637821184677,248.3323940215111,23.73101934978105,0.042234997388952616,0,248.33282499999999,23.73127222222222,5.657546043395996,True,9906630201445534.0,0.033238,0.0016619,-1.5394310759006657,-3.616714472728688,9906630201445506.0,0.056082,0.077928
ASASSN-16ad,01:39:32.056,+33:49:36.38,0.01512,01:39:31.099,+33:49:28.11,3.598,0.2,0.529,0.528,1.392,0.529,0.528,0.529,7.631,7.628,7.981,8.891,8.89,8.893,-10.029,-10.029,-10.029,-9.116,-9.116,-9.116,41.2,0.095,0.081,-0.018,0.032,0.031,0.005,0.236,0.079,-0.006,14.907,0.044,-0.001,21.078,16.107,-85.32,Not,Targeted,,,,,,,,,,24.879579166666662,33.82447500000001,1.0,24.88356666666666,33.826772222222225,,,,,,,0,24.88356666666666,33.826772222222225,,,,,,,,,,
370066,08:41:23.659,+43:03:15.96,0.09126,08:41:24.044,+43:03:14.13,3.443,0.2,1.11,0.945,1.456,0.878,0.831,0.896,8.114,7.747,8.494,9.622,9.604,9.699,-9.193,-9.29,-9.116,-8.99,-9.018,-8.987,25.8,0.025,0.081,0.010,-0.080,0.030,-0.007,0.011,0.434,-0.012,18.561,0.035,-0.010,6.76,6.114,-36.12,Not,Targeted,,,,,,,,,,130.35018333333332,43.053925,1.0,130.34857916666664,43.05443333333333,130.3502340437206,43.053728253567186,0.9994450675154003,130.35068623051583,43.05464793410247,5.484751991499781e-06,2,130.34857916666664,43.05443333333333,2.2150580883026123,True,9907735740548640.0,0.082949,0.024744,-5.957557394276591,2.5382871581115296,9907735740548644.0,0.402686,0.276278
AT2017lm,03:01:32.375,-15:00:57.46,0.03017,03:01:32.378,-15:01:02.44,1.578,0.04,1.215,1.119,1.22,0.946,0.946,0.947,8.794,8.749,8.848,10.212,10.211,10.212,-10.851,-10.851,-10.851,-10.15,-10.15,-10.15,28.3,0.052,0.064,-0.015,-0.008,0.035,0.003,1.129,0.369,0.022,16.139,0.052,-0.008,13.738,12.162,18.35,Not,Targeted,,,,,,,,,,45.38490833333333,-15.017344444444445,1.0,45.384895833333324,-15.01596111111111,45.38503839208042,-15.017374454212533,0.4262874737015015,45.386628973674256,-15.014127986678279,0.2220109568795626,1,45.384895833333324,-15.01596111111111,4.255139112472534,True,9906615827500280.0,0.0602,0.011629,-0.5132114895360473,5.088035165120175,9906615827500328.0,0.193833,0.203642
SN2016grz,01:55:32.965,+33:49:22.50,0.08716,01:55:32.992,+33:49:21.57,0.849,0.06,1.456,1.456,1.456,1.218,1.195,1.243,8.425,8.386,8.444,9.181,9.146,9.235,-19.03,-19.03,-19.03,-10.248,-10.308,-10.248,30.5,-0.040,0.069,-0.075,0.062,0.038,0.021,0.860,0.388,0.070,18.634,0.052,-0.020,3.916,3.396,16.56,Not,Targeted,,,,,,,,,,28.88746666666666,33.82265833333334,1.0,28.88735416666666,33.82291666666667,28.88751129692894,33.82258570510646,0.9998400864273713,28.900667634418966,33.83502869211657,0.0,2,28.88735416666666,33.82291666666667,2.3072240352630615,True,9906633463694504.0,0.11105,0.031126,-0.5656689441977392,1.1914616167530312,9906633463694704.0,0.244859,0.070293
2007nq,00:57:33.570,-01:23:18.99,0.04313,00:57:34.885,-01:23:27.30,4.459,0.2,1.019,0.991,1.058,1.585,1.585,1.586,8.701,8.61,8.781,11.4,11.377,11.4,-9.757,-9.757,-9.757,-10.528,-10.528,-10.528,18.0,-0.055,0.061,-0.031,-0.049,0.033,-0.001,-1.709,0.161,-0.064,17.141,0.047,-0.026,25.244,24.06,41.05,Targeted,,,,,,,,,,,14.395354166666664,-1.3909166666666666,1.0,14.389874999999998,-1.3886083333333332,14.395444221847136,-1.3909900660856607,0.7376285396436764,14.388077315997434,-1.3890163729810066,0.22501347141617067,0,14.389874999999998,-1.3886083333333332,3.6861231327056885,True,9906620854769884.0,0.03108,0.005905,-20.049198649694944,8.574237908378812,9906620854769548.0,0.213767,0.236263
2006al,10:39:28.259,+05:11:00.30,0.06876,10:39:28.529,+05:11:01.24,2.755,0.0,1.284,1.26,1.443,1.43,1.406,1.43,8.811,8.715,8.901,10.248,10.247,10.25,-99.0,-99.0,-25.546,-13.477,-13.477,-13.477,42.2,0.110,0.070,-0.005,-0.091,0.033,-0.025,-1.401,0.212,-0.052,18.134,0.037,-0.076,6.704,5.047,-10.08,Targeted,,,,,,,,,,,159.86887083333332,5.183677777777778,1.0,159.86774583333332,5.183416666666667,,,,,,,5,159.86774583333332,5.183416666666667,7.068690061569214,False,,,,,,,,
2009na,10:47:01.420,+26:32:38.10,0.0217,10:47:02.649,+26:32:34.54,2.317,0.2,0.529,0.528,0.529,0.529,0.528,0.529,8.114,8.111,8.115,9.834,9.833,9.834,-9.76,-9.76,-9.76,-9.071,-9.071,-9.071,49.6,-0.045,0.105,-0.014,-0.014,0.028,0.001,-0.648,0.099,-0.002,15.544,0.034,-0.011,34.418,22.915,14.67,Targeted,,,,,,,,,,,161.7610375,26.54292777777778,1.0,161.75591666666665,26.543916666666668,161.7608726697525,26.542939219534812,0.9991334783585362,161.75726706610828,26.543947475760238,0.0008600246131048696,2,161.75591666666665,26.543916666666668,8.944478988647461,True,9906631122225924.0,0.020994,0.0010497,-17.841611109065525,3.5188096746807673,9906631122225860.0,0.015659,0.059183
ASASSN-15pn,04:03:26.342,-05:29:31.22,0.03961,04:03:26.218,-05:29:30.48,1.917,0.0,1.215,1.209,1.215,1.215,1.209,1.215,8.955,8.954,8.956,9.477,9.476,9.494,-8.366,-8.368,-8.366,-8.987,-8.987,-8.987,53.2,0.056,0.067,-0.033,0.027,0.037,0.007,0.386,0.193,-0.012,16.945,0.063,-0.009,7.464,4.624,-21.3,Not,Targeted,,,,,,,,,,60.85924166666666,-5.4918000000000005,1.0,60.859758333333325,-5.492005555555556,60.8592990510329,-5.491864962518272,0.9975618656243346,60.85907396403305,-5.491192401440675,0.0014888313207120504,2,60.859758333333325,-5.492005555555556,3.033078908920288,True,9906619359038012.0,0.038357,0.0019178500000000002,1.653416281533282,-0.5061349342231125,9906619359038004.0,0.43648,0.194069
2000B,07:05:40.729,+50:35:10.49,0.02019,07:05:41.989,+50:34:51.73,2.916,0.18,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.117,8.479,9.118,11.299,11.299,11.299,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,50.8,-0.355,0.119,-0.027,0.081,0.035,0.006,-1.500,0.154,-0.010,15.483,0.063,-0.006,52.61,34.252,51.52,Targeted,,,,,,,,,,,106.42495416666665,50.58103611111112,1.0,106.41970416666665,50.58624722222223,106.42501109117758,50.58097992951773,0.973737767335658,106.40708944131765,50.59256995082406,0.01790398497729016,0,106.41970416666665,50.58624722222223,8.249897956848145,True,9907737682842608.0,0.023453,0.01111,-19.104928239357832,18.962253736182788,9907737682842324.0,0.031597,0.113811
PTSS17-niq,14:20:16.657,+15:20:29.98,0.06891,14:20:16.160,+15:20:39.26,4.825,0.1,1.77,1.677,2.111,1.618,1.618,1.619,8.704,8.523,8.866,11.071,11.07,11.071,-11.607,-25.556,-11.392,-10.745,-10.766,-10.745,42.0,-0.077,0.089,-0.054,-0.020,0.039,0.007,-0.499,0.334,-0.052,18.001,0.048,-0.025,15.742,11.894,25.09,Not,Targeted,,,,,,,,,,215.0673333333333,15.34423888888889,1.0,215.06940416666666,15.341661111111112,215.06739893160577,15.344188472451787,0.7654112824571889,215.06942926960818,15.341611021826473,0.234534832013928,0,215.06940416666666,15.341661111111112,2.5562031269073486,True,9906627167324802.0,0.06828,0.003414,7.218846219211628,-9.098500826431177,9906627167324834.0,0.005579,0.067259
ASASSN-16br,15:45:30.295,-13:09:10.12,0.03001,15:45:30.506,-13:09:05.79,2.085,0.02,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.949,8.926,8.956,10.344,10.292,10.344,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,48.4,-0.025,0.056,-0.013,-0.033,0.038,0.001,0.818,0.104,0.006,16.017,0.093,-0.011,13.783,9.383,-80.73,Not,Targeted,,,,,,,,,,236.3771083333333,-13.151608333333334,1.0,236.37622916666663,-13.152811111111111,,,,,,,0,236.37622916666663,-13.152811111111111,,,,,,,,,,
PS16cvc,21:12:23.344,+14:46:45.58,0.0292,21:12:22.978,+14:46:43.61,2.883,0.18,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.677,7.656,7.966,9.757,9.259,9.758,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,44.6,0.250,0.054,0.005,-0.074,0.035,-0.006,1.238,0.153,0.028,16.063,0.065,-0.018,12.303,8.932,-52.32,Not,Targeted,,,,,,,,,,318.0957416666666,14.778780555555556,1.0,318.09726666666666,14.779327777777779,318.0958543324978,14.778739004579148,0.9792378428854104,318.09755424995967,14.77826974698166,0.018811144245621084,0,318.09726666666666,14.779327777777779,4.398231029510498,True,9906627010959222.0,0.024429,0.0147,5.084403007799665,2.119583515071355,9906627010959272.0,0.15469,0.296866
Gaia16acv,11:59:49.784,+54:48:07.75,0.07834,11:59:49.769,+54:48:07.21,0.5,0.1,0.816,0.789,0.887,1.206,1.181,1.207,8.826,8.816,8.894,9.178,9.168,9.192,-9.248,-9.248,-9.234,-9.678,-9.859,-9.678,49.9,0.236,0.103,0.035,-0.134,0.040,-0.031,0.921,0.351,0.033,18.150,0.040,-0.068,5.325,3.523,-10.78,Not,Targeted,,,,,,,,,,179.9573708333333,54.80200277777777,1.0,179.95743333333328,54.80215277777778,179.95745321634428,54.80195861498903,0.9993035798238231,179.9379869771137,54.7885092626724,0.0,2,179.95743333333328,54.80215277777778,2.226771354675293,True,9907738672761348.0,0.125538,0.037584,-0.07157883957233935,0.6989860394810421,9907738672761216.0,0.842932,0.167785
2008bw,18:26:50.440,+51:08:16.41,0.03351,18:26:49.851,+51:08:21.07,1.308,0.16,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.955,8.953,8.98,10.334,10.333,10.334,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,34.2,0.019,0.136,0.162,-0.181,0.062,-0.106,-1.550,0.250,-0.136,16.348,0.115,-0.153,34.444,28.756,-63.18,Targeted,,,,,,,,,,,276.70771249999996,51.13918611111111,1.0,276.7101666666666,51.13789166666667,276.70771268893157,51.13908824952425,0.9626433245151942,276.71313409578795,51.13548211408609,0.03398173636743656,0,276.7101666666666,51.13789166666667,5.376845121383667,True,9907737890394768.0,0.01591,0.007654,8.834319846209837,-4.307698287291828,9907737890394840.0,0.019836,0.019126
2010A,02:32:39.460,+00:37:10.20,0.01971,02:32:39.268,+00:37:02.38,1.946,0.0,1.22,1.206,1.22,1.209,1.209,1.209,9.006,9.006,9.022,10.153,10.153,10.153,-8.892,-8.892,-8.892,-8.759,-8.759,-8.759,41.1,-0.068,0.125,-0.027,0.139,0.033,0.008,0.503,0.129,0.004,15.616,0.039,-0.003,25.025,19.149,-22.39,Targeted,,,,,,,,,,,38.16361666666666,0.6173277777777778,1.0,38.16441666666666,0.6195,38.16368508735464,0.6174800302550463,0.999995185176198,38.20924250334445,0.651270443750282,0.0,2,38.16441666666666,0.6195,10.425473928451538,True,9906621615970664.0,0.020771,0.00103855,2.6336855232869993,7.2718910818335925,9906621710343824.0,0.927699,0.616932
MASTERJ0134,01:34:15.046,-17:48:43.42,0.04341,01:34:14.856,-17:48:37.25,3.366,0.08,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.516,7.432,7.903,9.676,9.315,9.704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,41.1,-0.025,0.073,-0.016,-0.063,0.043,-0.003,0.428,0.212,-0.013,16.780,0.060,-0.023,12.042,9.208,-63.36,Not,Targeted,,,,,,,,,,23.561899999999998,-17.810347222222223,1.0,23.562691666666666,-17.812061111111113,23.56196707979421,-17.810448433929245,0.9975344771905782,23.561559483909942,-17.812339533171315,0.002456008715260079,2,23.562691666666666,-17.812061111111113,3.341254234313965,True,9906614825198464.0,0.03844,0.014041,2.6085127408364883,-5.8056378547235,9906614825198446.0,0.086357,0.180088
19968,01:37:23.700,-00:18:43.20,0.05578,01:37:23.765,-00:18:41.96,1.018,0.14,1.418,1.322,1.43,1.565,1.556,1.601,9.557,9.556,9.608,10.426,10.414,10.519,-10.42,-10.42,-10.42,-11.12,-11.12,-10.972,22.3,-0.068,0.060,0.005,-0.029,0.023,-0.002,-1.881,0.171,-0.016,17.755,0.029,0.002,9.05,8.401,-42.86,Not,Targeted,,,,,,,,,,24.34902083333333,-0.3116555555555555,1.0,24.34875,-0.312,24.349082970408013,-0.3117122521590747,0.9854889470131759,24.348221714272672,-0.3123908841738968,0.008900746156593168,2,24.34875,-0.312,2.8305718898773193,True,9906621329247742.0,0.058782,0.010013,-1.1986934688493989,-1.0358922273310034,9906621329247712.0,0.514316,0.272416
ASASSN-15la,14:12:51.211,+35:42:40.26,0.02824,14:12:51.264,+35:42:39.48,0.135,0.16,1.417,1.417,1.418,1.488,1.488,1.489,10.252,10.251,10.252,10.711,10.711,10.711,-38.121,-38.121,-38.121,-12.568,-12.568,-12.568,48.8,-0.312,0.051,-0.027,0.045,0.033,0.007,-0.918,0.236,0.001,16.073,0.038,-0.006,34.042,22.984,32.03,Not,Targeted,,,,,,,,,,213.21359999999996,35.71096666666667,1.0,213.2133791666666,35.71118333333334,213.2135585696085,35.71088820651656,0.9929953438435526,213.21339709264635,35.711181469033846,0.004080688579553918,2,213.2133791666666,35.71118333333334,6.733973979949951,True,9907733637235148.0,0.027821,0.00139105,-0.6458505907744438,1.0624565404100395,9907733637235148.0,0.042077,0.278508
ASASSN-16db,11:09:25.734,+29:34:23.52,0.03651,11:09:25.790,+29:34:09.14,2.533,0.18,1.182,0.83,1.207,1.214,1.214,1.214,8.47,8.432,8.597,10.902,10.902,10.902,-8.99,-8.99,-8.99,-10.905,-10.905,-10.905,38.5,-0.123,0.065,-0.030,0.030,0.037,0.007,-1.045,0.164,0.001,16.799,0.043,-0.009,27.108,21.475,32.78,Not,Targeted,,,,,,,,,,167.3574583333333,29.569205555555556,1.0,167.35722499999997,29.5732,167.35750192481072,29.56920749821272,0.9960772712353643,167.35386045789534,29.563573653611048,0.003190466750988009,2,167.35722499999997,29.5732,5.659246921539307,True,9906632125125150.0,0.034864,0.0017432,-0.9969293186941286,14.373006434209401,9906632125125084.0,0.031989,0.046375
PS16fbb,00:07:03.141,-20:41:48.51,0.05122,00:07:02.905,-20:41:49.81,2.005,0.2,0.529,0.528,1.17,0.83,0.529,1.004,7.957,7.929,8.266,9.384,9.021,9.54,-9.575,-9.901,-9.575,-8.987,-9.018,-8.987,65.9,0.253,0.072,0.014,-0.112,0.037,-0.018,0.725,0.300,0.002,17.263,0.040,-0.044,11.981,5.356,-18.61,Not,Targeted,,,,,,,,,,1.7621041666666664,-20.697169444444445,1.0,1.7630874999999997,-20.696808333333333,,,,,,,0,1.7630874999999997,-20.696808333333333,,,,,,,,,,
370333,10:57:31.231,+57:17:51.88,0.0755,10:57:31.304,+57:17:51.25,2.653,0.2,0.165,0.164,1.12,0.529,0.165,1.275,6.717,6.62,7.497,6.752,6.582,7.396,-11.61,-11.61,-10.414,-11.296,-11.719,-10.92,41.2,0.053,0.084,0.001,-0.008,0.038,0.003,0.958,0.168,0.030,18.239,0.044,0.008,0.955,0.73,-1.24,Not,Targeted,,,,,,,,,,164.3804333333333,57.29756944444444,1.0,164.38012916666665,57.29774444444444,164.3800663937307,57.296622292375666,0.9999638607937493,164.36593279867327,57.279940588118734,0.0,2,164.38012916666665,57.29774444444444,2.31742000579834,False,9907739200651580.0,0.036071,0.028359,0.22598256946366746,4.039747447586706,9907739200651456.0,0.477274,0.171093
